Year;Region;RegionCode;Country;CountryCode;DataCategory;DataCategoryCode;IndicatorCoverageAndDisaggregation;DataAvailableLast5Years;DataAvailableLast10Years;FirstAdministrativeLevel;SecondAdministrativeLevel;CoverageSubscore;MachineReadability;NonProprietary;DownloadOptions;MetadataAvailability;TermsOfUse;OpennessSubscore;OverallScore
2016;South America;AMZ;Paraguay;PRY;Social statistics;3;4,5;3,5;4;2;0,5;14,5;0,5;6;0;2;3;11,5;26
2016;South-Eastern Asia;ASE;Timor-Leste;TLS;Economic and financial statistics;1;5;4,5;4;1;0;14,5;0;6;0;5;0;11;25,5
2017;Eastern Africa;AFE;Mozambique;MOZ;Social statistics;3;4;4;3,5;2,5;0,5;14,5;1;6;0,5;3,5;0;11;25,5
2016;Eastern Africa;AFE;Tanzania;TZA;Social statistics;3;6;4;1,5;2,5;0,5;14,5;0,5;7,5;0;3;0;11;25,5
2017;Central Asia;ASC;Kazakhstan;KAZ;Environment statistics;2;4,5;4,5;4;1,5;0;14,5;4,5;0,5;3,5;2,5;0;11;25,5
2022;Caribbean;AMC;Cuba;CUB;Economic and financial statistics;1;4,5;4;4;1,5;0,5;14,5;3;4;0,5;3,5;0;11;25,5
2015;Southern Europe;EUZ;Kosovo;XKX;Social statistics;3;5;3,5;4;2;0;14,5;1;0;1;7,5;1;10,5;25
2017;Eastern Africa;AFE;Kenya;KEN;Economic and financial statistics;1;4,5;4,5;4,5;1;0;14,5;0,5;6;0,5;3,5;0;10,5;25
2016;Southern Asia;ASZ;Pakistan;PAK;Social statistics;3;4,5;4;3,5;2,5;0;14,5;0;6;0;4;0;10;24,5
2024;Northern Africa;AFN;Egypt;EGY;Environment statistics;2;5;3,5;3,5;2,5;0;14,5;0,5;5;2;2,5;0;10;24,5
2016;Eastern Europe;EUE;Ukraine;UKR;Environment statistics;2;4,5;4,5;4,5;1;0;14,5;2,5;2,5;0;3,5;0;8,5;23
2015;Western Asia;ASW;Azerbaijan;AZE;Environment statistics;2;4;3,5;2,5;2,5;2;14,5;2,5;0;2,5;2,5;0;7,5;22
2015;Western Africa;AFW;Benin;BEN;Economic and financial statistics;1;5;4;5;0,5;0;14,5;2;0,5;0;3,5;0;6;20,5
2015;Western Africa;AFW;Benin;BEN;Social statistics;3;4;3,5;3,5;3,5;0;14,5;1;0;0;5;0;6;20,5
2015;Pacific Islands;OPI;Fiji;FJI;Social statistics;3;5,5;3,5;5;0,5;0;14,5;0;0;0;4;1,5;5,5;20
2015;South-Eastern Asia;ASE;Lao PDR;LAO;Social statistics;3;5,5;4,5;3;1,5;0;14,5;0;0;0;3,5;0;3,5;18
2022;Western Europe;EUW;Liechtenstein;LIE;Social statistics;3;5;4,5;3,5;1;0;14;4,5;9;3,5;6;9;32;46
2018;Western Europe;EUW;Luxembourg;LUX;Social statistics;3;5;4,5;4,5;0;0;14;6,5;7;5;5;6,5;30;44
2017;Western Asia;ASW;United Arab Emirates;ARE;Economic and financial statistics;1;5,5;4,5;4;0;0;14;7;7;5,5;3,5;6,5;29,5;43,5
2016;Eastern Africa;AFE;Rwanda;RWA;Social statistics;3;5,5;4,5;4;0;0;14;2,5;7,5;2;7;8;27;41
2024;Eastern Asia;ASF;Macao SAR, China;MAC;Social statistics;3;5;5;4;0;0;14;9;7;4;1;4,5;25,5;39,5
2024;Eastern Africa;AFE;Zimbabwe;ZWE;Social statistics;3;5,5;4;2,5;2;0;14;4,5;9;4,5;4;3,5;25,5;39,5
2017;Northern Europe;EUN;Denmark;DNK;Environment statistics;2;4;4;4;1,5;0,5;14;5;5;5;5;5;25;39
2024;Caribbean;AMC;St. Lucia;LCA;Social statistics;3;6;3,5;3,5;1;0;14;1;9;3;4,5;7,5;25;39
2018;Northern Europe;EUN;Denmark;DNK;Environment statistics;2;4;4;4;1,5;0,5;14;5;5;4,5;5;5;24,5;38,5
2022;Western Africa;AFW;Burkina Faso;BFA;Economic and financial statistics;1;5,5;5;3,5;0;0;14;6,5;7;5,5;3,5;1;23,5;37,5
2020;Northern Europe;EUN;Ireland;IRL;Environment statistics;2;4,5;4;3,5;1;1;14;5;5;4,5;4;5;23,5;37,5
2024;Eastern Europe;EUE;Moldova;MDA;Environment statistics;2;4,5;4,5;4,5;0,5;0;14;5;5;4,5;3,5;5;23;37
2024;Northern Europe;EUN;Latvia;LVA;Environment statistics;2;4,5;4,5;4,5;0,5;0;14;5;5;4,5;3;5;22,5;36,5
2022;North America;AMN;Greenland;GRL;Economic and financial statistics;1;4;4;4;1,5;0,5;14;5;5;5;2,5;5;22,5;36,5
2020;North America;AMN;Greenland;GRL;Economic and financial statistics;1;4;4;4;1,5;0,5;14;5;5;5;2,5;5;22,5;36,5
2020;Western Europe;EUW;Liechtenstein;LIE;Social statistics;3;4,5;4,5;3,5;1,5;0;14;5;6;4;3,5;3,5;22;36
2024;Southern Europe;EUZ;Montenegro;MNE;Economic and financial statistics;1;5;4,5;4,5;0;0;14;6;5;3;3;5;22;36
2017;Southern Europe;EUZ;Slovenia;SVN;Environment statistics;2;5;3,5;4;1,5;0;14;5;5;4,5;2,5;5;22;36
2024;Western Europe;EUW;Germany;DEU;Environment statistics;2;4,5;3,5;4,5;1,5;0;14;5;5;4;2,5;5;21,5;35,5
2020;Western Europe;EUW;Germany;DEU;Environment statistics;2;4,5;4;4;1,5;0;14;5;5;4;2,5;5;21,5;35,5
2017;Southern Asia;ASZ;India;IND;Economic and financial statistics;1;5;4,5;4,5;0;0;14;7;5;2;4,5;3;21,5;35,5
2020;Eastern Europe;EUE;Slovakia;SVK;Environment statistics;2;5;4;4;1;0;14;5;5;3,5;3;5;21,5;35,5
2017;Eastern Europe;EUE;Bulgaria;BGR;Environment statistics;2;4,5;4,5;4;1;0;14;4,5;5;4;5;2,5;21;35
2018;Eastern Asia;ASF;Korea, Rep.;KOR;Environment statistics;2;4;3,5;4;1,5;1;14;4,5;5;4;2,5;5;21;35
2020;Western Asia;ASW;Lebanon;LBN;Economic and financial statistics;1;6;3,5;4;0,5;0;14;7;5,5;4,5;3,5;0;20,5;34,5
2020;Western Africa;AFW;Cote d'Ivoire;CIV;Economic and financial statistics;1;6;4;4;0;0;14;4;7;4,5;4;1;20,5;34,5
2018;South-Eastern Asia;ASE;Cambodia;KHM;Social statistics;3;5,5;3,5;4;1;0;14;4;8;4;4,5;0;20,5;34,5
2024;Eastern Africa;AFE;Djibouti;DJI;Social statistics;3;4,5;4,5;3;2;0;14;3,5;9;3,5;4,5;0;20,5;34,5
2016;Southern Europe;EUZ;Serbia;SRB;Economic and financial statistics;1;5;4,5;4,5;0;0;14;6;4;0;6;4;20;34
2016;Southern Europe;EUZ;Portugal;PRT;Environment statistics;2;5;3,5;4;0;1,5;14;5;5;2,5;5;2,5;20;34
2022;Pacific Islands;OPI;Micronesia, Fed. Sts.;FSM;Economic and financial statistics;1;5;3,5;5;0;0;14;7;7;3;3;0;20;34
2020;Southern Asia;ASZ;Maldives;MDV;Economic and financial statistics;1;5;4,5;4,5;0;0;14;6,5;7;2,5;3,5;0;19,5;33,5
2016;South America;AMZ;Chile;CHL;Social statistics;3;4,5;3,5;3,5;2,5;0;14;2,5;7;0,5;6;3,5;19,5;33,5
2017;Northern Europe;EUN;United Kingdom;GBR;Social statistics;3;4;4;4;1;1;14;6;1,5;2;4;6;19,5;33,5
2020;Middle Africa;AFM;Congo, Dem. Rep.;COD;Economic and financial statistics;1;5,5;3,5;4,5;0,5;0;14;1,5;7;2,5;5;3,5;19,5;33,5
2024;Western Europe;EUW;Austria;AUT;Environment statistics;2;4,5;4;4;1,5;0;14;5;5;3,5;3;2,5;19;33
2017;Southern Europe;EUZ;Serbia;SRB;Social statistics;3;5;5;4;0;0;14;3;8;4;4;0;19;33
2024;Western Asia;ASW;Palestine;PSE;Environment statistics;2;4,5;3;3;2,5;1;14;3,5;5;2,5;3;4,5;18,5;32,5
2018;Pacific Islands;OPI;Solomon Islands;SLB;Social statistics;3;6;3;1,5;3,5;0;14;2;7;3,5;6;0;18,5;32,5
2024;Pacific Islands;OPI;Vanuatu;VUT;Social statistics;3;6,5;4,5;1,5;1,5;0;14;1;10;3,5;4;0;18,5;32,5
2015;Northern Africa;AFN;Sudan;SDN;Economic and financial statistics;1;5,5;4;4;0,5;0;14;5,5;0;2,5;7;3,5;18,5;32,5
2015;Northern Africa;AFN;Sudan;SDN;Social statistics;3;4;3;3;4;0;14;4,5;0;3,5;7;3,5;18,5;32,5
2024;Eastern Europe;EUE;Bulgaria;BGR;Environment statistics;2;5;4,5;4;0,5;0;14;4;4,5;4;3,5;2,5;18,5;32,5
2017;Western Asia;ASW;Jordan;JOR;Social statistics;3;4,5;3,5;2,5;3,5;0;14;5;8;3,5;1,5;0;18;32
2017;Southern Europe;EUZ;Greece;GRC;Social statistics;3;4;3,5;3,5;2,5;0,5;14;4;2;0,5;5,5;6;18;32
2018;Southern Asia;ASZ;Maldives;MDV;Economic and financial statistics;1;5,5;4,5;4;0;0;14;6;7;1,5;3,5;0;18;32
2024;North America;AMN;Canada;CAN;Environment statistics;2;4,5;3;3;2,5;1;14;3,5;5;3,5;3,5;2,5;18;32
2022;North America;AMN;Canada;CAN;Environment statistics;2;4;3,5;3,5;2;1;14;4;5;2,5;4;2,5;18;32
2024;Middle Africa;AFM;Congo, Rep.;COG;Social statistics;3;5;2,5;1;5;0,5;14;0,5;9;1,5;7;0;18;32
2016;Western Africa;AFW;Togo;TGO;Social statistics;3;5;3,5;3;2,5;0;14;3,5;8;3,5;2,5;0;17,5;31,5
2024;South America;AMZ;Brazil;BRA;Environment statistics;2;4;4;4;1,5;0,5;14;5;5;5;2,5;0;17,5;31,5
2022;Northern Europe;EUN;Lithuania;LTU;Environment statistics;2;5;3;4;1,5;0,5;14;5;5;4,5;3;0;17,5;31,5
2022;Eastern Europe;EUE;Bulgaria;BGR;Environment statistics;2;4,5;4,5;4,5;0,5;0;14;3,5;5;3,5;3;2,5;17,5;31,5
2020;Eastern Europe;EUE;Bulgaria;BGR;Environment statistics;2;4,5;4,5;4,5;0,5;0;14;4;4;4;3;2,5;17,5;31,5
2024;Eastern Europe;EUE;Ukraine;UKR;Environment statistics;2;4,5;4;3,5;2;0;14;4;5;2;2;4,5;17,5;31,5
2017;Eastern Asia;ASF;Mongolia;MNG;Environment statistics;2;4,5;3,5;4;2;0;14;5;5;4,5;3;0;17,5;31,5
2024;Eastern Africa;AFE;Madagascar;MDG;Social statistics;3;5,5;3;0,5;5;0;14;2;8;2;5,5;0;17,5;31,5
2018;Eastern Africa;AFE;Tanzania;TZA;Social statistics;3;6;3;2;2;1;14;0;9;4;4,5;0;17,5;31,5
2018;Central Asia;ASC;Tajikistan;TJK;Social statistics;3;5;4;4;1;0;14;1,5;5,5;3,5;3;4;17,5;31,5
2016;Southern Europe;EUZ;Greece;GRC;Social statistics;3;4;3,5;3,5;2;1;14;3,5;2,5;0;5;6;17;31
2016;Eastern Africa;AFE;Uganda;UGA;Social statistics;3;5,5;4;3,5;0,5;0,5;14;0;8;0;5;4;17;31
2020;Southern Europe;EUZ;Serbia;SRB;Environment statistics;2;4;4;4;1;1;14;3;5;3;3;2,5;16,5;30,5
2017;Southern Europe;EUZ;Bosnia and Herzegovina;BIH;Social statistics;3;6;4;4;0;0;14;0;9;3;4,5;0;16,5;30,5
2024;Pacific Islands;OPI;Marshall Islands;MHL;Economic and financial statistics;1;5;4,5;4,5;0;0;14;5;6;2,5;3;0;16,5;30,5
2016;Northern Africa;AFN;Tunisia;TUN;Social statistics;3;4;3,5;3,5;3;0;14;5,5;6;3;2;0;16,5;30,5
2016;Southern Africa;AFZ;Botswana;BWA;Social statistics;3;5;3,5;3;2,5;0;14;0;8;0;3,5;4,5;16;30
2018;Pacific Islands;OPI;Samoa;WSM;Economic and financial statistics;1;5,5;4;4;0,5;0;14;3;7;0,5;3,5;2;16;30
2024;Pacific Islands;OPI;Palau;PLW;Social statistics;3;5;4;3,5;1,5;0;14;0;8;4;4;0;16;30
2022;Middle Africa;AFM;Chad;TCD;Social statistics;3;5;3,5;1,5;4;0;14;0;9;2,5;4,5;0;16;30
2024;Eastern Africa;AFE;Mauritius;MUS;Environment statistics;2;5;3,5;3;1,5;1;14;5;3,5;2,5;2,5;2,5;16;30
2016;South America;AMZ;Bolivia;BOL;Economic and financial statistics;1;4,5;4,5;4,5;0,5;0;14;6;6;3;0,5;0;15,5;29,5
2016;Eastern Africa;AFE;Malawi;MWI;Economic and financial statistics;1;5,5;4;4;0,5;0;14;1,5;7;1;2,5;3,5;15,5;29,5
2016;South-Eastern Asia;ASE;Lao PDR;LAO;Social statistics;3;4,5;3,5;3;3;0;14;0,5;7;0,5;3,5;3,5;15;29
2018;Pacific Islands;OPI;Fiji;FJI;Social statistics;3;5;4,5;4;0,5;0;14;0;8;3;4;0;15;29
2018;Northern Africa;AFN;Algeria;DZA;Economic and financial statistics;1;5,5;4;4,5;0;0;14;1;6,5;3;4;0,5;15;29
2024;Western Asia;ASW;T?rkiye;TUR;Environment statistics;2;4,5;4;4;0,5;1;14;5;2,5;3;2,5;1,5;14,5;28,5
2017;Western Africa;AFW;Senegal;SEN;Economic and financial statistics;1;5;4;4,5;0,5;0;14;1,5;6;1,5;3,5;2;14,5;28,5
2022;Southern Europe;EUZ;North Macedonia;MKD;Environment statistics;2;5;3,5;4;1;0,5;14;3,5;5;2,5;3,5;0;14,5;28,5
2016;Southern Europe;EUZ;Serbia;SRB;Environment statistics;2;4,5;3,5;3,5;1,5;1;14;2,5;5;0;3,5;3,5;14,5;28,5
2016;Southern Africa;AFZ;Namibia;NAM;Economic and financial statistics;1;4,5;4,5;4,5;0,5;0;14;4;6,5;0;4;0;14,5;28,5
2020;South America;AMZ;Bolivia;BOL;Economic and financial statistics;1;4,5;4,5;4,5;0,5;0;14;4;4,5;2,5;3,5;0;14,5;28,5
2022;Middle Africa;AFM;Equatorial Guinea;GNQ;Social statistics;3;3,5;3,5;3;2;2;14;1;7;1,5;5;0;14,5;28,5
2024;Central America;AMM;Panama;PAN;Environment statistics;2;5;3,5;3,5;2;0;14;4,5;4;1,5;2;2,5;14,5;28,5
2022;South America;AMZ;Bolivia;BOL;Environment statistics;2;4;4;4;2;0;14;5;4;2,5;2,5;0;14;28
2022;Eastern Africa;AFE;Madagascar;MDG;Economic and financial statistics;1;5;4,5;4;0,5;0;14;1;6;2;5;0;14;28
2017;Eastern Africa;AFE;Malawi;MWI;Economic and financial statistics;1;5,5;3,5;4,5;0,5;0;14;1;6,5;1;2;3,5;14;28
2018;South-Eastern Asia;ASE;Thailand;THA;Social statistics;3;5;4;4;1;0;14;0;8;1,5;4;0;13,5;27,5
2016;South America;AMZ;Guyana;GUY;Economic and financial statistics;1;5;4,5;4,5;0;0;14;0;7;0;3,5;3;13,5;27,5
2017;Eastern Africa;AFE;Zambia;ZMB;Social statistics;3;5;2;1;4,5;1,5;14;0;7;3;3,5;0;13,5;27,5
2017;Central America;AMM;Belize;BLZ;Social statistics;3;4,5;4;3;2;0,5;14;0,5;7;2;4;0;13,5;27,5
2017;Southern Asia;ASZ;Nepal;NPL;Economic and financial statistics;1;5,5;4,5;4;0;0;14;0,5;6,5;2;4;0;13;27
2018;Eastern Europe;EUE;Ukraine;UKR;Social statistics;3;4,5;4,5;4,5;0,5;0;14;1;7;2;3;0;13;27
2022;Eastern Africa;AFE;Burundi;BDI;Economic and financial statistics;1;4,5;4,5;4,5;0,5;0;14;0,5;6;3;3;0,5;13;27
2017;Central Asia;ASC;Uzbekistan;UZB;Social statistics;3;5;4,5;4,5;0;0;14;0;7;2,5;3,5;0;13;27
2020;Western Asia;ASW;Syrian Arab Republic;SYR;Economic and financial statistics;1;5,5;4;4;0,5;0;14;3;4;2;3,5;0;12,5;26,5
2018;South America;AMZ;Brazil;BRA;Environment statistics;2;4,5;3,5;3,5;2,5;0;14;5;3;3;1,5;0;12,5;26,5
2015;South America;AMZ;Chile;CHL;Economic and financial statistics;1;5,5;5;3;0,5;0;14;4,5;2,5;0;5;0;12;26
2016;Southern Asia;ASZ;Bangladesh;BGD;Economic and financial statistics;1;6;4,5;3,5;0;0;14;0;7;0;4;0,5;11,5;25,5
2015;Eastern Europe;EUE;Russian Federation;RUS;Environment statistics;2;3;3;3;2,5;2,5;14;2,5;2;2;5;0;11,5;25,5
2018;Southern Asia;ASZ;Iran, Islamic Rep.;IRN;Economic and financial statistics;1;4,5;4,5;4,5;0,5;0;14;1,5;5,5;1;3;0;11;25
2018;Northern Africa;AFN;Algeria;DZA;Social statistics;3;4,5;3,5;3,5;2;0,5;14;0,5;5,5;2;3;0;11;25
2015;Eastern Africa;AFE;Mauritius;MUS;Social statistics;3;5;3;3;2;1;14;2;1;0;4;4;11;25
2015;Central America;AMM;Honduras;HND;Social statistics;3;4,5;3,5;3,5;2,5;0;14;6,5;0;0,5;4;0;11;25
2015;Western Asia;ASW;Lebanon;LBN;Economic and financial statistics;1;5;4;4;1;0;14;6,5;0;0;3,5;0;10;24
2018;Eastern Africa;AFE;Kenya;KEN;Economic and financial statistics;1;4,5;4,5;4,5;0,5;0;14;0;6;0,5;3,5;0;10;24
2022;Central Asia;ASC;Kyrgyz Republic;KGZ;Environment statistics;2;4,5;4;4;1,5;0;14;2,5;2,5;2;2,5;0,5;10;24
2017;Western Asia;ASW;Georgia;GEO;Environment statistics;2;4,5;4,5;3,5;1,5;0;14;2;3,5;2;2;0;9,5;23,5
2016;Western Africa;AFW;Ghana;GHA;Economic and financial statistics;1;5,5;4;4;0,5;0;14;1;7;0;1,5;0;9,5;23,5
2016;Pacific Islands;OPI;Fiji;FJI;Social statistics;3;5;4;3,5;1,5;0;14;0;8;0;0;1,5;9,5;23,5
2015;Western Asia;ASW;Yemen;YEM;Economic and financial statistics;1;5;4;4,5;0,5;0;14;6;0;0,5;2;0;8,5;22,5
2015;South America;AMZ;Guyana;GUY;Social statistics;3;4;2,5;4;2,5;1;14;1,5;0;0;3,5;3,5;8,5;22,5
2015;South-Eastern Asia;ASE;Thailand;THA;Economic and financial statistics;1;5;4,5;3,5;1;0;14;1;0;0;3,5;3,5;8;22
2016;Eastern Europe;EUE;Belarus;BLR;Environment statistics;2;4,5;4,5;4;1;0;14;0;4;0;3,5;0;7,5;21,5
2015;Southern Asia;ASZ;Sri Lanka;LKA;Environment statistics;2;4;3,5;3,5;1;2;14;1,5;1,5;1,5;2,5;0;7;21
2015;Western Asia;ASW;Palestine;PSE;Social statistics;3;4,5;4;3;2,5;0;14;1;0;0;5,5;0;6,5;20,5
2015;Southern Asia;ASZ;Maldives;MDV;Social statistics;3;4,5;4,5;4,5;0,5;0;14;3,5;0,5;0;2;0;6;20
2015;Central Asia;ASC;Kazakhstan;KAZ;Economic and financial statistics;1;5;5;3,5;0,5;0;14;1,5;0;0;2,5;0;4;18
2022;Caribbean;AMC;St. Lucia;LCA;Social statistics;3;5,5;3,5;3,5;1;0;13,5;8;9;2,5;5;9;33,5;47
2024;South-Eastern Asia;ASE;Lao PDR;LAO;Social statistics;3;5,5;3,5;2,5;2;0;13,5;7;9;5,5;4,5;0;26;39,5
2017;Western Europe;EUW;Netherlands;NLD;Environment statistics;2;4;4;4;1;0,5;13,5;5;5;4,5;5;5;24,5;38
2017;Western Asia;ASW;Oman;OMN;Economic and financial statistics;1;4,5;4,5;4,5;0;0;13,5;5;6;5;3,5;5;24,5;38
2018;Southern Asia;ASZ;India;IND;Economic and financial statistics;1;5;4;4,5;0;0;13,5;7;5,5;3;5,5;2,5;23,5;37
2024;Western Asia;ASW;Oman;OMN;Environment statistics;2;4,5;3,5;4;1,5;0;13,5;5;5;4,5;3,5;5;23;36,5
2020;Eastern Africa;AFE;Burundi;BDI;Social statistics;3;5;4;4;0,5;0;13,5;3;8;4,5;4,5;3;23;36,5
2024;South-Eastern Asia;ASE;Singapore;SGP;Environment statistics;2;4,5;4;4;1;0;13,5;5;5;4,5;3;5;22,5;36
2017;Northern Europe;EUN;Finland;FIN;Environment statistics;2;4;3,5;3,5;1,5;1;13,5;4,5;5;3,5;4,5;4;21,5;35
2016;Western Africa;AFW;Senegal;SEN;Social statistics;3;5;4,5;2,5;1,5;0;13,5;0;8;0;5;8;21;34,5
2017;South America;AMZ;Uruguay;URY;Social statistics;3;4;4;4;1,5;0;13,5;6;4;2,5;4,5;4;21;34,5
2020;Eastern Asia;ASF;Mongolia;MNG;Environment statistics;2;4,5;3,5;3,5;1,5;0,5;13,5;5;5;4;2,5;4,5;21;34,5
2017;Eastern Africa;AFE;Uganda;UGA;Social statistics;3;5,5;4;3;0,5;0,5;13,5;0;9;3,5;8,5;0;21;34,5
2024;South-Eastern Asia;ASE;Philippines;PHL;Environment statistics;2;4;3,5;3,5;1,5;1;13,5;4,5;5;3;3;5;20,5;34
2018;Northern Europe;EUN;Finland;FIN;Environment statistics;2;4,5;3,5;3;1,5;1;13,5;4;5;3;5;3,5;20,5;34
2024;Western Asia;ASW;The Kingdom of Saudi Arabia;SAU;Environment statistics;2;4;4;4;1,5;0;13,5;5;5;2,5;3;4,5;20;33,5
2020;Western Asia;ASW;Lebanon;LBN;Social statistics;3;5,5;1;2,5;4;0,5;13,5;6;5,5;4;4,5;0;20;33,5
2018;North America;AMN;United States;USA;Environment statistics;2;4;3;3;2,5;1;13,5;4;5;2,5;3,5;5;20;33,5
2016;Eastern Asia;ASF;Taiwan;TWN;Economic and financial statistics;1;4,5;4,5;4,5;0;0;13,5;6;6;2,5;2,5;3;20;33,5
2024;Australia and New Zealand;OAZ;Australia;AUS;Environment statistics;2;4;3,5;3,5;1,5;1;13,5;5;4;2,5;3,5;5;20;33,5
2022;Western Africa;AFW;Sierra Leone;SLE;Economic and financial statistics;1;6;3;3,5;0,5;0,5;13,5;1;6,5;2;3,5;6,5;19,5;33
2017;Northern Europe;EUN;Estonia;EST;Environment statistics;2;4;3,5;3,5;2;0,5;13,5;5;5;4,5;5;0;19,5;33
2024;Middle Africa;AFM;Chad;TCD;Economic and financial statistics;1;5,5;4;3,5;0,5;0;13,5;4;7;5;3,5;0;19,5;33
2018;Central America;AMM;Costa Rica;CRI;Economic and financial statistics;1;4,5;4,5;4;0,5;0;13,5;4;5,5;1,5;4,5;4;19,5;33
2015;Central America;AMM;Mexico;MEX;Environment statistics;2;4;2,5;3,5;3,5;0;13,5;5;3,5;4;4,5;2,5;19,5;33
2016;Western Africa;AFW;Guinea;GIN;Social statistics;3;4,5;4;2,5;2,5;0;13,5;3,5;8;3,5;4;0;19;32,5
2016;Western Europe;EUW;Luxembourg;LUX;Economic and financial statistics;1;4,5;4,5;4,5;0;0;13,5;2;6;1;3,5;6;18,5;32
2020;Western Europe;EUW;Austria;AUT;Environment statistics;2;4,5;3,5;4;1,5;0;13,5;5;5;2,5;3,5;2,5;18,5;32
2020;Southern Africa;AFZ;Namibia;NAM;Economic and financial statistics;1;4,5;4;4;1;0;13,5;4,5;6;4;3,5;0;18;31,5
2017;South-Eastern Asia;ASE;Malaysia;MYS;Social statistics;3;4;4;4;1,5;0;13,5;6;6;2;3;1;18;31,5
2020;North America;AMN;Canada;CAN;Environment statistics;2;4;3;3;2,5;1;13,5;4;5;3;3,5;2,5;18;31,5
2024;Eastern Africa;AFE;Malawi;MWI;Economic and financial statistics;1;5;3,5;3,5;1;0,5;13,5;0,5;7;3,5;3,5;3,5;18;31,5
2020;Southern Europe;EUZ;San Marino;SMR;Economic and financial statistics;1;5;4,5;4;0;0;13,5;5;6;2;4,5;0;17,5;31
2017;Caribbean;AMC;St. Vincent & Grenadines;VCT;Social statistics;3;5,5;3;3;2;0;13,5;0;8;4;4;1,5;17,5;31
2022;Western Asia;ASW;Georgia;GEO;Environment statistics;2;4,5;3,5;3,5;2;0;13,5;3;4,5;2;2,5;5;17;30,5
2024;Western Africa;AFW;Liberia;LBR;Social statistics;3;5,5;4;1;3;0;13,5;0;8;3;6;0;17;30,5
2022;Southern Asia;ASZ;Bangladesh;BGD;Social statistics;3;5;3;3;1,5;1;13,5;0,5;9;3;4,5;0;17;30,5
2020;Western Asia;ASW;Georgia;GEO;Environment statistics;2;4,5;4;3,5;1,5;0;13,5;2,5;4,5;2;2,5;5;16,5;30
2018;Western Africa;AFW;The Gambia;GMB;Economic and financial statistics;1;5,5;4;4;0;0;13,5;2;7;4;3,5;0;16,5;30
2020;Western Africa;AFW;Liberia;LBR;Social statistics;3;6;3,5;1,5;1,5;1;13,5;1,5;7,5;3,5;4;0;16,5;30
2020;Southern Europe;EUZ;North Macedonia;MKD;Environment statistics;2;4,5;4;4;0,5;0,5;13,5;5;5;3;3,5;0;16,5;30
2022;Southern Asia;ASZ;Iran, Islamic Rep.;IRN;Social statistics;3;4,5;3;3,5;2,5;0;13,5;3,5;7,5;2,5;3;0;16,5;30
2022;Middle Africa;AFM;Cameroon;CMR;Economic and financial statistics;1;5,5;4;3,5;0,5;0;13,5;2,5;7;3;4;0;16,5;30
2020;Middle Africa;AFM;Sao Tome and Principe;STP;Social statistics;3;5,5;3;3;2;0;13,5;0;8;3,5;5;0;16,5;30
2016;South America;AMZ;Brazil;BRA;Social statistics;3;3,5;2,5;3,5;2,5;1,5;13,5;5;3,5;2;5,5;0;16;29,5
2017;Pacific Islands;OPI;Samoa;WSM;Economic and financial statistics;1;4,5;4,5;4;0,5;0;13,5;1;7;1;3,5;3,5;16;29,5
2022;Western Asia;ASW;Armenia;ARM;Environment statistics;2;5;4;4;0,5;0;13,5;4;5;3,5;3;0;15,5;29
2015;South America;AMZ;Brazil;BRA;Social statistics;3;5;1,5;4,5;1,5;1;13,5;4;1,5;3,5;6,5;0;15,5;29
2016;Eastern Asia;ASF;Mongolia;MNG;Environment statistics;2;4;3,5;4;2;0;13,5;5;5;2,5;3;0;15,5;29
2020;Western Asia;ASW;Azerbaijan;AZE;Environment statistics;2;4;4;4;1;0,5;13,5;5;4,5;2,5;3;0;15;28,5
2018;South America;AMZ;Colombia;COL;Social statistics;3;3,5;3;3,5;2,5;1;13,5;6;0;1;5;3;15;28,5
2022;Pacific Islands;OPI;Kiribati;KIR;Economic and financial statistics;1;4,5;4;4;0;0;13,5;4;5;2,5;3,5;0;15;28,5
2017;Central Asia;ASC;Tajikistan;TJK;Economic and financial statistics;1;4,5;4,5;4,5;0;0;13,5;6;0;3;3;3;15;28,5
2017;Eastern Asia;ASF;Japan;JPN;Environment statistics;2;4,5;3,5;4;1,5;0;13,5;5;1,5;0,5;2,5;5;14,5;28
2020;Eastern Africa;AFE;Djibouti;DJI;Economic and financial statistics;1;5;4,5;4;0;0;13,5;1;7;2;3,5;1;14,5;28
2022;Western Asia;ASW;Yemen;YEM;Economic and financial statistics;1;5,5;3;5;0;0;13,5;7;1;2,5;3,5;0;14;27,5
2017;Southern Europe;EUZ;Serbia;SRB;Economic and financial statistics;1;4,5;4,5;4,5;0;0;13,5;5;3;3,5;2,5;0;14;27,5
2018;South America;AMZ;Colombia;COL;Environment statistics;2;4,5;3;4,5;1;0,5;13,5;4,5;1;2;4;2,5;14;27,5
2017;Northern Africa;AFN;Algeria;DZA;Economic and financial statistics;1;5;4,5;4;0;0;13,5;1,5;6,5;1,5;4,5;0;14;27,5
2017;Northern Africa;AFN;Morocco;MAR;Social statistics;3;4,5;3;2,5;2;1,5;13,5;1,5;6,5;1,5;4,5;0;14;27,5
2020;Middle Africa;AFM;Sao Tome and Principe;STP;Economic and financial statistics;1;5;4,5;3,5;0;0;13,5;1;6;2,5;4,5;0;14;27,5
2016;Western Africa;AFW;Niger;NER;Social statistics;3;4,5;3,5;2,5;2,5;0,5;13,5;0,5;7;0,5;5;0,5;13,5;27
2017;Western Africa;AFW;Guinea;GIN;Economic and financial statistics;1;5;4,5;4;0;0;13,5;0;7;2,5;3,5;0;13;26,5
